PaymentDate,OrderNumber,CustomerName,BranchSubCounty,BranchCounty,ProductName,CategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
2024-04-08,259,[Business] Hilton Lodge,Kasarani,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,3,30.00,70.00,40.00,133.33
2024-04-08,1625,[Business] Swahili Lodge,Kasarani,Nairobi,Suya,Combination Plates,6,50.00,100.00,50.00,100.00
2024-04-08,2543,Joseph Mandela,Kibra,Nairobi,Kaimati,Sweet Snacks/Desserts,7,5.00,20.00,15.00,300.00
2024-04-08,2543,Joseph Mandela,Kibra,Nairobi,Supu ya Kuku na Wali,Soup/Stew Dishes,4,70.00,150.00,80.00,114.29
2024-04-08,2576,[Business] Villa Rosa Retreat,Langata,Nairobi,Wali wa Pilau,Rice Dishes,1,30.00,70.00,40.00,133.33
2024-04-08,2576,[Business] Villa Rosa Retreat,Langata,Nairobi,Ugali na Sukuma,Staple Foods,3,20.00,50.00,30.00,150.00
2024-04-08,2600,[Business] Serena Resort,Kesses,Uasin Gishu,Nyama na Ugali,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2024-04-08,2676,[Business] Villa Rosa Haven,Ruaraka,Nairobi,Doro Wat,African Cultural Specials,7,150.00,300.00,150.00,100.00
2024-04-08,2692,[Business] Villa Rosa Lodge,Nakuru Town East,Nakuru,Shiro,African Cultural Specials,6,30.00,70.00,40.00,133.33
2024-04-08,3524,Josephine Njoroge,Nyali,Mombasa,Injera,African Cultural Specials,7,10.00,20.00,10.00,100.00
2024-04-08,3524,Josephine Njoroge,Nyali,Mombasa,Maharagwe na Wali,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2024-04-08,4673,[Business] Neptune Manor,Langata,Nairobi,Nyama na Sukuma,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2024-04-08,5131,Felicite Zuma,Kamukunji,Nairobi,Kuku na Ugali,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2024-04-08,5131,Felicite Zuma,Kamukunji,Nairobi,Mbaazi,Legume-Based Dishes,7,30.00,60.00,30.00,100.00
2024-04-08,5131,Felicite Zuma,Kamukunji,Nairobi,Jollof Rice,Combination Plates,1,30.00,70.00,40.00,133.33
2024-04-08,5446,[Business] Ole Sereni Residences,Nakuru Town East,Nakuru,Pilau,Rice Dishes,5,100.00,200.00,100.00,100.00
2024-04-08,5446,[Business] Ole Sereni Residences,Nakuru Town East,Nakuru,Tibs,African Cultural Specials,2,100.00,200.00,100.00,100.00
2024-04-08,5446,[Business] Ole Sereni Residences,Nakuru Town East,Nakuru,Ugali na Sukuma,Staple Foods,6,20.00,50.00,30.00,150.00
2024-04-09,446,Claude Ochieng,Langata,Nairobi,Mutura,Meat-Based Dishes,5,70.00,150.00,80.00,114.29
2024-04-09,446,Claude Ochieng,Langata,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,5,30.00,60.00,30.00,100.00
2024-04-09,814,Mwangi Abdullahi,Kisumu Central,Kisumu,Kuku na Wali,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2024-04-09,814,Mwangi Abdullahi,Kisumu Central,Kisumu,Tilapia Fry,Fish Dishes,8,200.00,350.00,150.00,75.00
2024-04-09,814,Mwangi Abdullahi,Kisumu Central,Kisumu,Kitfo,African Cultural Specials,6,200.00,400.00,200.00,100.00
2024-04-09,978,[Business] Voyager Retreat,Kasarani,Nairobi,Wali wa Pilau,Rice Dishes,4,30.00,70.00,40.00,133.33
2024-04-09,1202,[Business] Serena Inn,Kibra,Nairobi,Maharagwe na Wali,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2024-04-09,2140,[Business] Voyager Lodge,Mathare,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2024-04-09,2140,[Business] Voyager Lodge,Mathare,Nairobi,Supu ya Samaki,Fish Dishes,1,70.00,150.00,80.00,114.29
2024-04-09,2140,[Business] Voyager Lodge,Mathare,Nairobi,Mutura,Meat-Based Dishes,5,70.00,150.00,80.00,114.29
2024-04-09,2176,Marie Mandela,Kisumu Central,Kisumu,Kachumbari,Vegetable-Based Dishes,4,10.00,30.00,20.00,200.00
2024-04-09,2176,Marie Mandela,Kisumu Central,Kisumu,Kuku na Matoke,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2024-04-09,2686,Jean Omondi,Langata,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2024-04-09,2686,Jean Omondi,Langata,Nairobi,Potjiekos,Combination Plates,8,50.00,100.00,50.00,100.00
2024-04-09,2686,Jean Omondi,Langata,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2024-04-09,2905,[Business] Ole Sereni Palace,Makadara,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,3,10.00,20.00,10.00,100.00
2024-04-09,2905,[Business] Ole Sereni Palace,Makadara,Nairobi,Kuku na Chapati,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2024-04-09,2905,[Business] Ole Sereni Palace,Makadara,Nairobi,Kuku na Ugali,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2024-04-09,4081,[Business] Hilton Palace,Dagoretti,Nairobi,Mahamri,Sweet Snacks/Desserts,2,5.00,20.00,15.00,300.00
2024-04-09,4081,[Business] Hilton Palace,Dagoretti,Nairobi,Malva Pudding,Sweet Snacks/Desserts,5,30.00,70.00,40.00,133.33
2024-04-09,4081,[Business] Hilton Palace,Dagoretti,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2024-04-10,330,Pierrette Kabongo,Githurai,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,1,10.00,20.00,10.00,100.00
2024-04-10,523,[Business] Sarova Lodge,Kasarani,Nairobi,Injera,African Cultural Specials,3,10.00,20.00,10.00,100.00
2024-04-10,523,[Business] Sarova Lodge,Kasarani,Nairobi,Omena,Fish Dishes,2,30.00,70.00,40.00,133.33
2024-04-10,523,[Business] Sarova Lodge,Kasarani,Nairobi,Bunny Chow,Combination Plates,3,40.00,80.00,40.00,100.00
2024-04-10,600,Michel Mbeki,Langata,Nairobi,Mukimo,Legume-Based Dishes,1,40.00,80.00,40.00,100.00
2024-04-10,784,[Business] InterContinental Haven,Kibra,Nairobi,Kuku na Ugali,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2024-04-10,784,[Business] InterContinental Haven,Kibra,Nairobi,Fish Curry,Fish Dishes,2,150.00,300.00,150.00,100.00
2024-04-10,784,[Business] InterContinental Haven,Kibra,Nairobi,Malva Pudding,Sweet Snacks/Desserts,6,30.00,70.00,40.00,133.33
2024-04-10,1804,[Business] Severin Manor,Nakuru Town East,Nakuru,Wali wa Nazi na Maharagwe,Rice Dishes,2,30.00,70.00,40.00,133.33
2024-04-10,1804,[Business] Severin Manor,Nakuru Town East,Nakuru,Banga Soup,Combination Plates,2,50.00,100.00,50.00,100.00
2024-04-10,2266,[Business] PrideInn Lodge,Nyeri Central,Nyeri,Supu ya Mbuzi,Soup/Stew Dishes,8,70.00,150.00,80.00,114.29
2024-04-10,2266,[Business] PrideInn Lodge,Nyeri Central,Nyeri,Matoke na Wali,Soup/Stew Dishes,7,30.00,70.00,40.00,133.33
2024-04-10,2592,[Business] Sarova Resort,Roy Sambu,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,3,70.00,150.00,80.00,114.29
2024-04-10,3531,[Business] PrideInn Resort,Mathare,Nairobi,Mandazi,Sweet Snacks/Desserts,3,5.00,20.00,15.00,300.00
2024-04-10,3531,[Business] PrideInn Resort,Mathare,Nairobi,Waakye,Combination Plates,2,30.00,70.00,40.00,133.33
2024-04-10,3531,[Business] PrideInn Resort,Mathare,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,2,30.00,70.00,40.00,133.33
2024-04-10,4589,[Business] Fairmont Palace,Kesses,Uasin Gishu,Sukuma Wiki,Vegetable-Based Dishes,8,10.00,20.00,10.00,100.00
2024-04-10,4589,[Business] Fairmont Palace,Kesses,Uasin Gishu,Moi Moi,Combination Plates,5,20.00,50.00,30.00,150.00
2024-04-10,4881,[Business] InterContinental Residences,Westlands,Nairobi,Samosa,Fried Dishes,7,20.00,50.00,30.00,150.00
2024-04-10,4881,[Business] InterContinental Residences,Westlands,Nairobi,Mukimo,Legume-Based Dishes,5,40.00,80.00,40.00,100.00
2024-04-10,5077,[Business] Severin Retreat,Embakasi,Nairobi,Gomen,African Cultural Specials,8,20.00,50.00,30.00,150.00
2024-04-10,5077,[Business] Severin Retreat,Embakasi,Nairobi,Matoke na Nyama,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2024-04-10,5195,Jean Abdi,Starehe,Nairobi,Kuku Fry,Meat-Based Dishes,7,150.00,300.00,150.00,100.00
2024-04-10,5195,Jean Abdi,Starehe,Nairobi,Akara,Combination Plates,3,20.00,50.00,30.00,150.00
2024-04-10,5195,Jean Abdi,Starehe,Nairobi,Nyama na Wali,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2024-04-11,426,Felix Malema,Embakasi,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,3,30.00,70.00,40.00,133.33
2024-04-11,1650,Otieno Mutua,Nyeri Central,Nyeri,Fish Curry,Fish Dishes,4,150.00,300.00,150.00,100.00
2024-04-11,1650,Otieno Mutua,Nyeri Central,Nyeri,Supu ya Nyama na Wali,Soup/Stew Dishes,4,70.00,150.00,80.00,114.29
2024-04-11,2083,Marie Mbeki,Kesses,Uasin Gishu,Banku,Combination Plates,8,30.00,70.00,40.00,133.33
2024-04-11,2083,Marie Mbeki,Kesses,Uasin Gishu,Wali wa Kukaanga,Rice Dishes,6,30.00,70.00,40.00,133.33
2024-04-11,3199,Kiptoo Munyui,Mathare,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2024-04-11,3720,Otieno Mbeki,Githurai,Nairobi,Wali wa Pilau,Rice Dishes,5,30.00,70.00,40.00,133.33
2024-04-11,3720,Otieno Mbeki,Githurai,Nairobi,Samosa,Fried Dishes,7,20.00,50.00,30.00,150.00
2024-04-11,3773,Jean Mbeki,Nyali,Mombasa,Fufu,Combination Plates,4,20.00,50.00,30.00,150.00
2024-04-11,5282,Paul Ndayishimiye,Ruaraka,Nairobi,Kachumbari,Vegetable-Based Dishes,2,10.00,30.00,20.00,200.00
2024-04-11,5282,Paul Ndayishimiye,Ruaraka,Nairobi,Sosaties,Combination Plates,1,50.00,100.00,50.00,100.00
2024-04-12,545,[Business] Serena Inn,Westlands,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2024-04-12,545,[Business] Serena Inn,Westlands,Nairobi,Vetkoek,Sweet Snacks/Desserts,4,20.00,50.00,30.00,150.00
2024-04-12,728,Otieno Wanyama,Githurai,Nairobi,Nyama na Chapati,Meat-Based Dishes,8,100.00,200.00,100.00,100.00
2024-04-12,804,[Business] Baobab Hotel,Langata,Nairobi,Ugali,Staple Foods,1,10.00,20.00,10.00,100.00
2024-04-12,804,[Business] Baobab Hotel,Langata,Nairobi,Supu ya Kuku,Soup/Stew Dishes,3,70.00,150.00,80.00,114.29
2024-04-12,1150,Emmanuelle Ibrahim,Embakasi,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,6,30.00,70.00,40.00,133.33
2024-04-12,1150,Emmanuelle Ibrahim,Embakasi,Nairobi,Matoke na Wali,Soup/Stew Dishes,6,30.00,70.00,40.00,133.33
2024-04-12,1260,Joseph Mbeki,Kangemi,Nairobi,Nyama na Sukuma,Meat-Based Dishes,4,100.00,200.00,100.00,100.00
2024-04-12,1260,Joseph Mbeki,Kangemi,Nairobi,Banga Soup,Combination Plates,2,50.00,100.00,50.00,100.00
2024-04-12,1260,Joseph Mbeki,Kangemi,Nairobi,Biltong,Combination Plates,7,100.00,200.00,100.00,100.00
2024-04-12,2150,[Business] Neptune Suites,Kisumu Central,Kisumu,Boerewors,Combination Plates,4,50.00,100.00,50.00,100.00
2024-04-12,2150,[Business] Neptune Suites,Kisumu Central,Kisumu,Matoke na Sukuma,Soup/Stew Dishes,2,30.00,70.00,40.00,133.33
2024-04-12,3001,Wanjiku Nkurunziza,Kilimani,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,1,30.00,60.00,30.00,100.00
2024-04-12,3057,Claudine Munyuli,Embakasi,Nairobi,Egusi Soup,Combination Plates,8,40.00,80.00,40.00,100.00
2024-04-12,3057,Claudine Munyuli,Embakasi,Nairobi,Egusi Soup,Combination Plates,7,40.00,80.00,40.00,100.00
2024-04-12,3314,[Business] Hemingways Inn,Starehe,Nairobi,Chapati,Staple Foods,6,5.00,20.00,15.00,300.00
2024-04-12,3330,Felix Mandela,Nyeri Central,Nyeri,Supu ya Kuku,Soup/Stew Dishes,4,70.00,150.00,80.00,114.29
2024-04-12,3330,Felix Mandela,Nyeri Central,Nyeri,Ugali,Staple Foods,1,10.00,20.00,10.00,100.00
2024-04-12,3901,[Business] InterContinental Lodge,Kesses,Uasin Gishu,Tilapia Fry,Fish Dishes,2,200.00,350.00,150.00,75.00
2024-04-12,3901,[Business] InterContinental Lodge,Kesses,Uasin Gishu,Pap,Combination Plates,3,10.00,30.00,20.00,200.00
2024-04-12,4497,Kamau Njoroge,Kamukunji,Nairobi,Biltong,Combination Plates,7,100.00,200.00,100.00,100.00
2024-04-12,5143,Michel Wanyama,Kesses,Uasin Gishu,Bunny Chow,Combination Plates,8,40.00,80.00,40.00,100.00
2024-04-12,5143,Michel Wanyama,Kesses,Uasin Gishu,Suya,Combination Plates,8,50.00,100.00,50.00,100.00
2024-04-12,5455,Pierrette Osman,Roy Sambu,Nairobi,Viazi Karai,Fried Dishes,4,10.00,30.00,20.00,200.00
2024-04-12,5455,Pierrette Osman,Roy Sambu,Nairobi,Kuku Choma,Meat-Based Dishes,5,150.00,300.00,150.00,100.00
2024-04-13,456,[Business] InterContinental Palace,Westlands,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2024-04-13,581,[Business] InterContinental Resort,Starehe,Nairobi,Kuku Stew,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2024-04-13,2293,[Business] Voyager Manor,Nyeri Central,Nyeri,Samosa,Fried Dishes,3,20.00,50.00,30.00,150.00
2024-04-13,2293,[Business] Voyager Manor,Nyeri Central,Nyeri,Tilapia Fry,Fish Dishes,8,200.00,350.00,150.00,75.00
2024-04-13,2293,[Business] Voyager Manor,Nyeri Central,Nyeri,Sukuma Wiki,Vegetable-Based Dishes,2,10.00,20.00,10.00,100.00
2024-04-13,2631,Felix Mugisha,Mathare,Nairobi,Mukimo,Legume-Based Dishes,7,40.00,80.00,40.00,100.00
2024-04-13,2631,Felix Mugisha,Mathare,Nairobi,Supu ya Samaki,Fish Dishes,3,70.00,150.00,80.00,114.29
2024-04-13,2631,Felix Mugisha,Mathare,Nairobi,Wali wa Nazi,Rice Dishes,1,30.00,70.00,40.00,133.33
2024-04-13,3052,Amina Ndayishimiye,Dagoretti,Nairobi,Wali wa Kukaanga,Rice Dishes,5,30.00,70.00,40.00,133.33
2024-04-13,3052,Amina Ndayishimiye,Dagoretti,Nairobi,Boerewors,Combination Plates,8,50.00,100.00,50.00,100.00
2024-04-13,3874,[Business] Severin Resort,Mathare,Nairobi,Bobotie,Combination Plates,3,50.00,100.00,50.00,100.00
2024-04-13,3874,[Business] Severin Resort,Mathare,Nairobi,Bhajia,Fried Dishes,1,20.00,50.00,30.00,150.00
2024-04-13,4947,Joseph Mandela,Ruaraka,Nairobi,Egusi Soup,Combination Plates,2,40.00,80.00,40.00,100.00
2024-04-13,4947,Joseph Mandela,Ruaraka,Nairobi,Maharagwe na Wali,Legume-Based Dishes,6,30.00,60.00,30.00,100.00
2024-04-13,4947,Joseph Mandela,Ruaraka,Nairobi,Wali wa Pilau,Rice Dishes,3,30.00,70.00,40.00,133.33
2024-04-14,124,Felicite Munyoki,Nakuru Town East,Nakuru,Nyama Choma,Meat-Based Dishes,8,150.00,300.00,150.00,100.00
2024-04-14,124,Felicite Munyoki,Nakuru Town East,Nakuru,Banga Soup,Combination Plates,2,50.00,100.00,50.00,100.00
2024-04-14,124,Felicite Munyoki,Nakuru Town East,Nakuru,Mbaazi,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
2024-04-14,221,Patrick Ochieng,Kasarani,Nairobi,Nyama na Wali,Meat-Based Dishes,1,100.00,200.00,100.00,100.00
2024-04-14,221,Patrick Ochieng,Kasarani,Nairobi,Tibs,African Cultural Specials,2,100.00,200.00,100.00,100.00
2024-04-14,2042,[Business] Safari Retreat,Starehe,Nairobi,Biltong,Combination Plates,6,100.00,200.00,100.00,100.00
2024-04-14,2042,[Business] Safari Retreat,Starehe,Nairobi,Potjiekos,Combination Plates,1,50.00,100.00,50.00,100.00
2024-04-14,2670,Felicite Ali,Kangemi,Nairobi,Supu ya Mbuzi,Soup/Stew Dishes,5,70.00,150.00,80.00,114.29
2024-04-14,2670,Felicite Ali,Kangemi,Nairobi,Matoke,Soup/Stew Dishes,3,30.00,60.00,30.00,100.00
2024-04-14,2670,Felicite Ali,Kangemi,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2024-04-14,2749,[Business] PrideInn Lodge,Kibra,Nairobi,Nyama na Chapati,Meat-Based Dishes,3,100.00,200.00,100.00,100.00
2024-04-14,2749,[Business] PrideInn Lodge,Kibra,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,8,20.00,50.00,30.00,150.00
2024-04-14,3106,[Business] Tamarind Lodge,Kangemi,Nairobi,Wali wa Nazi,Rice Dishes,8,30.00,70.00,40.00,133.33
2024-04-14,3106,[Business] Tamarind Lodge,Kangemi,Nairobi,Pap,Combination Plates,2,10.00,30.00,20.00,200.00
2024-04-14,3585,Felix Abdi,Starehe,Nairobi,Atayef,Sweet Snacks/Desserts,7,10.00,30.00,20.00,200.00
2024-04-15,229,[Business] Villa Rosa Haven,Kesses,Uasin Gishu,Mandazi,Sweet Snacks/Desserts,5,5.00,20.00,15.00,300.00
2024-04-15,229,[Business] Villa Rosa Haven,Kesses,Uasin Gishu,Ugali na Sukuma,Staple Foods,8,20.00,50.00,30.00,150.00
2024-04-15,254,Achieng Mutombo,Ruaraka,Nairobi,Egusi Soup,Combination Plates,6,40.00,80.00,40.00,100.00
2024-04-15,254,Achieng Mutombo,Ruaraka,Nairobi,Bobotie,Combination Plates,2,50.00,100.00,50.00,100.00
2024-04-15,254,Achieng Mutombo,Ruaraka,Nairobi,Pap,Combination Plates,6,10.00,30.00,20.00,200.00
2024-04-15,435,[Business] Serena Inn,Langata,Nairobi,Kuku na Chapati,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2024-04-15,1055,[Business] Voyager Residences,Mathare,Nairobi,Supu ya Nyama na Wali,Soup/Stew Dishes,1,70.00,150.00,80.00,114.29
2024-04-15,1055,[Business] Voyager Residences,Mathare,Nairobi,Ugali na Sukuma,Staple Foods,6,20.00,50.00,30.00,150.00
2024-04-15,1497,[Business] Tamarind Haven,Westlands,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2024-04-15,1497,[Business] Tamarind Haven,Westlands,Nairobi,Matoke,Soup/Stew Dishes,4,30.00,60.00,30.00,100.00
2024-04-15,1704,Felix Kabongo,Starehe,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,8,30.00,60.00,30.00,100.00
2024-04-15,1704,Felix Kabongo,Starehe,Nairobi,Matoke,Soup/Stew Dishes,4,30.00,60.00,30.00,100.00
2024-04-15,1704,Felix Kabongo,Starehe,Nairobi,Atayef,Sweet Snacks/Desserts,1,10.00,30.00,20.00,200.00
2024-04-15,2242,[Business] Ole Sereni Inn,Makadara,Nairobi,Ugali,Staple Foods,2,10.00,20.00,10.00,100.00
2024-04-15,2242,[Business] Ole Sereni Inn,Makadara,Nairobi,Kuku na Matoke,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2024-04-15,3446,[Business] Neptune Hotel,Kisumu Central,Kisumu,Supu ya Kuku na Wali,Soup/Stew Dishes,3,70.00,150.00,80.00,114.29
2024-04-15,3446,[Business] Neptune Hotel,Kisumu Central,Kisumu,Pap,Combination Plates,5,10.00,30.00,20.00,200.00
2024-04-15,3526,Paul Kabila,Nakuru Town East,Nakuru,Kaimati,Sweet Snacks/Desserts,5,5.00,20.00,15.00,300.00
2024-04-15,3526,Paul Kabila,Nakuru Town East,Nakuru,Matoke na Maharagwe,Soup/Stew Dishes,8,30.00,70.00,40.00,133.33
2024-04-15,3526,Paul Kabila,Nakuru Town East,Nakuru,Tilapia Fry,Fish Dishes,2,200.00,350.00,150.00,75.00
2024-04-15,3720,Otieno Mbeki,Githurai,Nairobi,Samosa,Fried Dishes,7,20.00,50.00,30.00,150.00
2024-04-15,3720,Otieno Mbeki,Githurai,Nairobi,Wali wa Pilau,Rice Dishes,5,30.00,70.00,40.00,133.33
2024-04-15,4276,[Business] Hilton Haven,Starehe,Nairobi,Matoke na Nyama,Soup/Stew Dishes,3,30.00,70.00,40.00,133.33
2024-04-15,4276,[Business] Hilton Haven,Starehe,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,7,100.00,200.00,100.00,100.00
2024-04-15,4276,[Business] Hilton Haven,Starehe,Nairobi,Matoke na Nyama,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2024-04-15,4367,[Business] InterContinental Inn,Kamukunji,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,1,30.00,70.00,40.00,133.33
2024-04-15,5103,Wanjiku Munywe,Mathare,Nairobi,Mandazi,Sweet Snacks/Desserts,1,5.00,20.00,15.00,300.00
2024-04-15,5103,Wanjiku Munywe,Mathare,Nairobi,Fufu,Combination Plates,6,20.00,50.00,30.00,150.00
2024-04-16,287,[Business] Diani Lodge,Kesses,Uasin Gishu,Kachumbari,Vegetable-Based Dishes,1,10.00,30.00,20.00,200.00
2024-04-16,287,[Business] Diani Lodge,Kesses,Uasin Gishu,Kuku na Chapati,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2024-04-16,287,[Business] Diani Lodge,Kesses,Uasin Gishu,Mahamri,Sweet Snacks/Desserts,6,5.00,20.00,15.00,300.00
2024-04-16,627,Jeanne Munywe,Roy Sambu,Nairobi,Moi Moi,Combination Plates,1,20.00,50.00,30.00,150.00
2024-04-16,627,Jeanne Munywe,Roy Sambu,Nairobi,Doro Wat,African Cultural Specials,1,150.00,300.00,150.00,100.00
2024-04-16,2912,[Business] Baobab Palace,Kamukunji,Nairobi,Fish Curry,Fish Dishes,7,150.00,300.00,150.00,100.00
2024-04-16,2912,[Business] Baobab Palace,Kamukunji,Nairobi,Mishkaki,Meat-Based Dishes,5,100.00,200.00,100.00,100.00
2024-04-16,3298,[Business] Voyager Haven,Nyeri Central,Nyeri,Wali wa Nazi,Rice Dishes,7,30.00,70.00,40.00,133.33
2024-04-16,3298,[Business] Voyager Haven,Nyeri Central,Nyeri,Mbuzi Choma,Meat-Based Dishes,6,200.00,350.00,150.00,75.00
2024-04-16,5373,Michel Wanyama,Westlands,Nairobi,Supu ya Samaki,Fish Dishes,5,70.00,150.00,80.00,114.29
2024-04-17,64,[Business] PrideInn Suites,Nyeri Central,Nyeri,Doro Wat,African Cultural Specials,6,150.00,300.00,150.00,100.00
2024-04-17,365,[Business] Sarova Residences,Kibra,Nairobi,Chapati,Staple Foods,3,5.00,20.00,15.00,300.00
2024-04-17,365,[Business] Sarova Residences,Kibra,Nairobi,Viazi Karai,Fried Dishes,3,10.00,30.00,20.00,200.00
2024-04-17,365,[Business] Sarova Residences,Kibra,Nairobi,Pap,Combination Plates,7,10.00,30.00,20.00,200.00
2024-04-17,844,Claudine Osman,Nyali,Mombasa,Nyama na Maharagwe,Meat-Based Dishes,2,100.00,200.00,100.00,100.00
2024-04-17,844,Claudine Osman,Nyali,Mombasa,Sukuma na Ugali,Vegetable-Based Dishes,3,20.00,50.00,30.00,150.00
2024-04-17,1061,[Business] Villa Rosa Palace,Starehe,Nairobi,Maharagwe na Matoke,Legume-Based Dishes,4,30.00,60.00,30.00,100.00
2024-04-17,1061,[Business] Villa Rosa Palace,Starehe,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,4,30.00,70.00,40.00,133.33
2024-04-17,1111,[Business] Hilton Residences,Kamukunji,Nairobi,Potjiekos,Combination Plates,8,50.00,100.00,50.00,100.00
2024-04-17,1111,[Business] Hilton Residences,Kamukunji,Nairobi,Supu ya Kuku na Wali,Soup/Stew Dishes,5,70.00,150.00,80.00,114.29
2024-04-17,1407,[Business] Ole Sereni Palace,Embakasi,Nairobi,Egusi Soup,Combination Plates,7,40.00,80.00,40.00,100.00
2024-04-17,1407,[Business] Ole Sereni Palace,Embakasi,Nairobi,Chechebsa,African Cultural Specials,4,20.00,50.00,30.00,150.00
2024-04-17,1407,[Business] Ole Sereni Palace,Embakasi,Nairobi,Bunny Chow,Combination Plates,5,40.00,80.00,40.00,100.00
2024-04-17,3846,Kamau Mutombo,Roy Sambu,Nairobi,Misir Wat,African Cultural Specials,5,30.00,60.00,30.00,100.00
2024-04-17,3846,Kamau Mutombo,Roy Sambu,Nairobi,Kitfo,African Cultural Specials,6,200.00,400.00,200.00,100.00
2024-04-17,3846,Kamau Mutombo,Roy Sambu,Nairobi,Kuku Fry,Meat-Based Dishes,6,150.00,300.00,150.00,100.00
2024-04-17,3879,Joseph Mbeki,Ruaraka,Nairobi,Boerewors,Combination Plates,7,50.00,100.00,50.00,100.00
2024-04-17,3879,Joseph Mbeki,Ruaraka,Nairobi,Tibs,African Cultural Specials,7,100.00,200.00,100.00,100.00
2024-04-17,3879,Joseph Mbeki,Ruaraka,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,7,30.00,70.00,40.00,133.33
2024-04-17,4803,Kamau Njoroge,Mathare,Nairobi,Githeri,Legume-Based Dishes,8,30.00,70.00,40.00,133.33
2024-04-17,4803,Kamau Njoroge,Mathare,Nairobi,Potjiekos,Combination Plates,5,50.00,100.00,50.00,100.00
2024-04-17,4816,Paul Munzala,Kasarani,Nairobi,Matoke,Soup/Stew Dishes,7,30.00,60.00,30.00,100.00
2024-04-17,4920,[Business] Leopard Beach Haven,Kesses,Uasin Gishu,Supu ya Nyama na Wali,Soup/Stew Dishes,8,70.00,150.00,80.00,114.29
2024-04-18,132,[Business] PrideInn Hotel,Westlands,Nairobi,Ugali,Staple Foods,2,10.00,20.00,10.00,100.00
2024-04-18,132,[Business] PrideInn Hotel,Westlands,Nairobi,Mukimo,Legume-Based Dishes,4,40.00,80.00,40.00,100.00
2024-04-18,132,[Business] PrideInn Hotel,Westlands,Nairobi,Fish Curry,Fish Dishes,6,150.00,300.00,150.00,100.00
2024-04-18,252,[Business] PrideInn Residences,Kesses,Uasin Gishu,Kuku Fry,Meat-Based Dishes,1,150.00,300.00,150.00,100.00
2024-04-18,252,[Business] PrideInn Residences,Kesses,Uasin Gishu,Nyama na Wali,Meat-Based Dishes,6,100.00,200.00,100.00,100.00
2024-04-18,252,[Business] PrideInn Residences,Kesses,Uasin Gishu,Kitfo,African Cultural Specials,4,200.00,400.00,200.00,100.00
2024-04-18,506,Alain Munyao,Dagoretti,Nairobi,Injera,African Cultural Specials,6,10.00,20.00,10.00,100.00
2024-04-18,506,Alain Munyao,Dagoretti,Nairobi,Chechebsa,African Cultural Specials,3,20.00,50.00,30.00,150.00
2024-04-18,506,Alain Munyao,Dagoretti,Nairobi,Ndengu,Legume-Based Dishes,2,30.00,60.00,30.00,100.00
