PaymentDate,OrderNumber,CustomerType,CustomerName,BranchSubCounty,BranchCounty,ProductName,ProductCategoryName,QuantityOrdered,CostOfProductionPerUnit,SellingPricePerUnit,ProfitPerUnit,PercentageProfitPerUnit
09-07-25,3621,Individual,Felicite Omondi,Kisumu Central,Kisumu,Kuku na Chapati,Meat-Based Dishes,2,100,200,100,100
09-07-25,3621,Individual,Felicite Omondi,Kisumu Central,Kisumu,Mbaazi,Legume-Based Dishes,5,30,60,30,100
09-07-25,3621,Individual,Felicite Omondi,Kisumu Central,Kisumu,Kuku na Sukuma,Meat-Based Dishes,1,100,200,100,100
09-07-25,3841,Business,[Business] Villa Rosa Hotel,Starehe,Nairobi,Matoke na Maharagwe,Soup/Stew Dishes,6,30,70,40,133.33
09-07-25,3841,Business,[Business] Villa Rosa Hotel,Starehe,Nairobi,Fufu,Combination Plates,1,20,50,30,150
09-07-25,3922,Business,[Business] Sarova Inn,Kilimani,Nairobi,Samosa,Fried Dishes,2,20,50,30,150
09-07-25,4251,Business,[Business] Hilton Palace,Kasarani,Nairobi,Supu ya Kuku,Soup/Stew Dishes,3,70,150,80,114.29
09-07-25,4251,Business,[Business] Hilton Palace,Kasarani,Nairobi,Supu ya Kuku,Soup/Stew Dishes,8,70,150,80,114.29
09-07-25,4475,Business,[Business] Ole Sereni Retreat,Kangemi,Nairobi,Samosa,Fried Dishes,8,20,50,30,150
09-07-25,4475,Business,[Business] Ole Sereni Retreat,Kangemi,Nairobi,Ndengu,Legume-Based Dishes,8,30,60,30,100
09-07-25,4475,Business,[Business] Ole Sereni Retreat,Kangemi,Nairobi,Samosa,Fried Dishes,6,20,50,30,150
09-07-25,4795,Business,[Business] Boma Hotel,Mathare,Nairobi,Wali wa Kukaanga,Rice Dishes,5,30,70,40,133.33
09-07-25,4795,Business,[Business] Boma Hotel,Mathare,Nairobi,Matumbo,Meat-Based Dishes,6,70,150,80,114.29
09-07-25,4795,Business,[Business] Boma Hotel,Mathare,Nairobi,Matoke na Wali,Soup/Stew Dishes,7,30,70,40,133.33
09-07-25,4886,Business,[Business] PrideInn Suites,Dagoretti,Nairobi,Malva Pudding,Sweet Snacks/Desserts,5,30,70,40,133.33
09-07-25,4886,Business,[Business] PrideInn Suites,Dagoretti,Nairobi,Nyama na Matoke,Meat-Based Dishes,7,100,200,100,100
09-07-25,5199,Business,[Business] Hilton Palace,Kilimani,Nairobi,Atayef,Sweet Snacks/Desserts,5,10,30,20,200
09-07-25,5199,Business,[Business] Hilton Palace,Kilimani,Nairobi,Maharagwe,Legume-Based Dishes,5,30,60,30,100
09-07-25,5199,Business,[Business] Hilton Palace,Kilimani,Nairobi,Mishkaki,Meat-Based Dishes,2,100,200,100,100
10-07-25,357,Individual,Paul Ndayishimiye,Dagoretti,Nairobi,Fish Curry,Fish Dishes,3,150,300,150,100
10-07-25,357,Individual,Paul Ndayishimiye,Dagoretti,Nairobi,Nyama na Wali,Meat-Based Dishes,8,100,200,100,100
10-07-25,357,Individual,Paul Ndayishimiye,Dagoretti,Nairobi,Pap,Combination Plates,1,10,30,20,200
10-07-25,481,Individual,Jacqueline Hussein,Roy Sambu,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,8,100,200,100,100
10-07-25,481,Individual,Jacqueline Hussein,Roy Sambu,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,7,30,70,40,133.33
10-07-25,764,Individual,Wambui Munyoki,Langata,Nairobi,Chapati,Staple Foods,8,5,20,15,300
10-07-25,764,Individual,Wambui Munyoki,Langata,Nairobi,Kuku na Sukuma,Meat-Based Dishes,5,100,200,100,100
10-07-25,1601,Individual,Wanjiku Ibrahim,Kesses,Uasin Gishu,Kuku Stew,Meat-Based Dishes,8,100,200,100,100
10-07-25,2570,Individual,Joseph Ali,Kisumu Central,Kisumu,Gomen,African Cultural Specials,4,20,50,30,150
10-07-25,2570,Individual,Joseph Ali,Kisumu Central,Kisumu,Bunny Chow,Combination Plates,2,40,80,40,100
10-07-25,2570,Individual,Joseph Ali,Kisumu Central,Kisumu,Supu ya Mbuzi,Soup/Stew Dishes,6,70,150,80,114.29
10-07-25,2614,Individual,Patrick Munee,Westlands,Nairobi,Shiro,African Cultural Specials,3,30,70,40,133.33
10-07-25,2614,Individual,Patrick Munee,Westlands,Nairobi,Matoke,Soup/Stew Dishes,1,30,60,30,100
10-07-25,2754,Business,[Business] Severin Hotel,Kisumu Central,Kisumu,Nyama na Ugali,Meat-Based Dishes,4,100,200,100,100
10-07-25,2754,Business,[Business] Severin Hotel,Kisumu Central,Kisumu,Kachumbari,Vegetable-Based Dishes,5,10,30,20,200
10-07-25,2754,Business,[Business] Severin Hotel,Kisumu Central,Kisumu,Maharagwe,Legume-Based Dishes,1,30,60,30,100
10-07-25,2915,Business,[Business] Villa Rosa Hotel,Kasarani,Nairobi,Wali wa Nazi na Nyama,Rice Dishes,8,30,70,40,133.33
10-07-25,2944,Individual,Wanjiku Mohammed,Dagoretti,Nairobi,Boerewors,Combination Plates,3,50,100,50,100
10-07-25,2944,Individual,Wanjiku Mohammed,Dagoretti,Nairobi,Banga Soup,Combination Plates,5,50,100,50,100
10-07-25,3050,Individual,Patrick Zuma,Starehe,Nairobi,Supu ya Kuku,Soup/Stew Dishes,6,70,150,80,114.29
10-07-25,3098,Business,[Business] Hilton Palace,Kibra,Nairobi,Matoke na Sukuma,Soup/Stew Dishes,7,30,70,40,133.33
10-07-25,3098,Business,[Business] Hilton Palace,Kibra,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,3,30,60,30,100
10-07-25,3281,Individual,Michelle Mugabe,Kilimani,Nairobi,Jollof Rice,Combination Plates,6,30,70,40,133.33
10-07-25,3281,Individual,Michelle Mugabe,Kilimani,Nairobi,Bhajia,Fried Dishes,1,20,50,30,150
10-07-25,3281,Individual,Michelle Mugabe,Kilimani,Nairobi,Bobotie,Combination Plates,8,50,100,50,100
10-07-25,3302,Individual,Marie Mbeki,Kesses,Uasin Gishu,Nyama na Matoke,Meat-Based Dishes,5,100,200,100,100
10-07-25,3851,Business,[Business] Hilton Manor,Kangemi,Nairobi,Fish Curry,Fish Dishes,3,150,300,150,100
10-07-25,3851,Business,[Business] Hilton Manor,Kangemi,Nairobi,Maharagwe na Wali,Legume-Based Dishes,5,30,60,30,100
10-07-25,3851,Business,[Business] Hilton Manor,Kangemi,Nairobi,Matoke,Soup/Stew Dishes,6,30,60,30,100
10-07-25,3987,Business,[Business] Voyager Palace,Langata,Nairobi,Maharagwe na Sukuma,Legume-Based Dishes,5,30,60,30,100
10-07-25,4066,Business,[Business] Voyager Hotel,Nyali,Mombasa,Supu ya Nyama na Wali,Soup/Stew Dishes,8,70,150,80,114.29
10-07-25,4066,Business,[Business] Voyager Hotel,Nyali,Mombasa,Suya,Combination Plates,6,50,100,50,100
10-07-25,4162,Individual,Mutiso Munee,Nyeri Central,Nyeri,Supu ya Nyama,Soup/Stew Dishes,4,70,150,80,114.29
10-07-25,4248,Individual,Alain Odhiambo,Mathare,Nairobi,Kitfo,African Cultural Specials,6,200,400,200,100
10-07-25,4248,Individual,Alain Odhiambo,Mathare,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30,60,30,100
10-07-25,4332,Individual,Pauline Zuma,Starehe,Nairobi,Egusi Soup,Combination Plates,2,40,80,40,100
10-07-25,4550,Business,[Business] Severin Retreat,Embakasi,Nairobi,Mutura,Meat-Based Dishes,1,70,150,80,114.29
10-07-25,4636,Individual,Kiptoo Malema,Kilimani,Nairobi,Bhajia,Fried Dishes,3,20,50,30,150
10-07-25,4636,Individual,Kiptoo Malema,Kilimani,Nairobi,Malva Pudding,Sweet Snacks/Desserts,3,30,70,40,133.33
10-07-25,4636,Individual,Kiptoo Malema,Kilimani,Nairobi,Akara,Combination Plates,8,20,50,30,150
10-07-25,4761,Individual,Kamau Hussein,Nyeri Central,Nyeri,Boerewors,Combination Plates,6,50,100,50,100
10-07-25,4761,Individual,Kamau Hussein,Nyeri Central,Nyeri,Ugali,Staple Foods,6,10,20,10,100
10-07-25,4962,Individual,Claude Ochieng,Dagoretti,Nairobi,Biltong,Combination Plates,4,100,200,100,100
10-07-25,4962,Individual,Claude Ochieng,Dagoretti,Nairobi,Potjiekos,Combination Plates,2,50,100,50,100
10-07-25,4962,Individual,Claude Ochieng,Dagoretti,Nairobi,Kuku Fry,Meat-Based Dishes,7,150,300,150,100
10-07-25,5004,Business,[Business] Boma Retreat,Nyali,Mombasa,Banku,Combination Plates,5,30,70,40,133.33
10-07-25,5004,Business,[Business] Boma Retreat,Nyali,Mombasa,Mandazi,Sweet Snacks/Desserts,7,5,20,15,300
10-07-25,5088,Individual,Felix Malema,Langata,Nairobi,Matoke na Nyama,Soup/Stew Dishes,6,30,70,40,133.33
10-07-25,5088,Individual,Felix Malema,Langata,Nairobi,Tilapia Fry,Fish Dishes,3,200,350,150,75
10-07-25,5315,Business,[Business] Swahili Manor,Kesses,Uasin Gishu,Kuku na Wali,Meat-Based Dishes,3,100,200,100,100
10-07-25,5315,Business,[Business] Swahili Manor,Kesses,Uasin Gishu,Supu ya Nyama na Wali,Soup/Stew Dishes,6,70,150,80,114.29
10-07-25,5315,Business,[Business] Swahili Manor,Kesses,Uasin Gishu,Wali wa Nazi na Samaki,Rice Dishes,2,30,70,40,133.33
10-07-25,5343,Business,[Business] Voyager Haven,Westlands,Nairobi,Egusi Soup,Combination Plates,3,40,80,40,100
10-07-25,5343,Business,[Business] Voyager Haven,Westlands,Nairobi,Supa ya Ndizi,Soup/Stew Dishes,5,30,70,40,133.33
11-07-25,32,Business,[Business] Boma Suites,Nyeri Central,Nyeri,Kachumbari,Vegetable-Based Dishes,7,10,30,20,200
11-07-25,32,Business,[Business] Boma Suites,Nyeri Central,Nyeri,Nyama Stew,Meat-Based Dishes,3,100,200,100,100
11-07-25,32,Business,[Business] Boma Suites,Nyeri Central,Nyeri,Wali wa Pilau,Rice Dishes,1,30,70,40,133.33
11-07-25,220,Business,[Business] Baobab Retreat,Nyali,Mombasa,Moi Moi,Combination Plates,3,20,50,30,150
11-07-25,220,Business,[Business] Baobab Retreat,Nyali,Mombasa,Kuku Choma,Meat-Based Dishes,6,150,300,150,100
11-07-25,220,Business,[Business] Baobab Retreat,Nyali,Mombasa,Matumbo,Meat-Based Dishes,7,70,150,80,114.29
11-07-25,270,Individual,Mutiso Zuma,Kisumu Central,Kisumu,Kuku Choma,Meat-Based Dishes,3,150,300,150,100
11-07-25,270,Individual,Mutiso Zuma,Kisumu Central,Kisumu,Firfir,African Cultural Specials,4,30,70,40,133.33
11-07-25,331,Business,[Business] Ole Sereni Suites,Westlands,Nairobi,Sosaties,Combination Plates,1,50,100,50,100
11-07-25,331,Business,[Business] Ole Sereni Suites,Westlands,Nairobi,Firfir,African Cultural Specials,8,30,70,40,133.33
11-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Moi Moi,Combination Plates,1,20,50,30,150
11-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,3,100,200,100,100
11-07-25,349,Individual,Kiptoo Munyui,Kilimani,Nairobi,Vetkoek,Sweet Snacks/Desserts,1,20,50,30,150
11-07-25,547,Business,[Business] Voyager Residences,Dagoretti,Nairobi,Uji,Staple Foods,1,10,30,20,200
11-07-25,547,Business,[Business] Voyager Residences,Dagoretti,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,4,30,70,40,133.33
11-07-25,790,Individual,Patrick Munee,Dagoretti,Nairobi,Viazi Karai,Fried Dishes,2,10,30,20,200
11-07-25,790,Individual,Patrick Munee,Dagoretti,Nairobi,Injera,African Cultural Specials,6,10,20,10,100
11-07-25,790,Individual,Patrick Munee,Dagoretti,Nairobi,Githeri,Legume-Based Dishes,8,30,70,40,133.33
11-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Shiro,African Cultural Specials,7,30,70,40,133.33
11-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Nyama na Chapati,Meat-Based Dishes,8,100,200,100,100
11-07-25,803,Business,[Business] Ole Sereni Residences,Kasarani,Nairobi,Mandazi,Sweet Snacks/Desserts,3,5,20,15,300
11-07-25,833,Business,[Business] Fairmont Manor,Makadara,Nairobi,Kuku Stew,Meat-Based Dishes,5,100,200,100,100
11-07-25,833,Business,[Business] Fairmont Manor,Makadara,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,7,30,60,30,100
11-07-25,1239,Individual,Emmanuelle Zuma,Nyeri Central,Nyeri,Sukuma Wiki,Vegetable-Based Dishes,8,10,20,10,100
11-07-25,1621,Business,[Business] Villa Rosa Suites,Nyeri Central,Nyeri,Supa ya Ndizi,Soup/Stew Dishes,4,30,70,40,133.33
11-07-25,1621,Business,[Business] Villa Rosa Suites,Nyeri Central,Nyeri,Supu ya Nyama na Wali,Soup/Stew Dishes,5,70,150,80,114.29
11-07-25,1724,Business,[Business] Diani Haven,Westlands,Nairobi,Kelewele,Combination Plates,7,20,50,30,150
11-07-25,1724,Business,[Business] Diani Haven,Westlands,Nairobi,Maharagwe na Wali,Legume-Based Dishes,7,30,60,30,100
11-07-25,1967,Business,[Business] Hemingways Inn,Nyeri Central,Nyeri,Viazi Karai,Fried Dishes,2,10,30,20,200
11-07-25,1967,Business,[Business] Hemingways Inn,Nyeri Central,Nyeri,Viazi Karai,Fried Dishes,2,10,30,20,200
11-07-25,2569,Individual,Claudine Wanyama,Kilimani,Nairobi,Injera,African Cultural Specials,5,10,20,10,100
11-07-25,3172,Business,[Business] Baobab Residences,Roy Sambu,Nairobi,Mukimo,Legume-Based Dishes,3,40,80,40,100
11-07-25,3172,Business,[Business] Baobab Residences,Roy Sambu,Nairobi,Mbuzi Choma,Meat-Based Dishes,4,200,350,150,75
11-07-25,3653,Business,[Business] Neptune Manor,Kesses,Uasin Gishu,Mishkaki,Meat-Based Dishes,5,100,200,100,100
11-07-25,3922,Business,[Business] Sarova Inn,Kilimani,Nairobi,Samosa,Fried Dishes,2,20,50,30,150
11-07-25,4638,Business,[Business] Swahili Palace,Embakasi,Nairobi,Mishkaki,Meat-Based Dishes,8,100,200,100,100
11-07-25,4638,Business,[Business] Swahili Palace,Embakasi,Nairobi,Pap,Combination Plates,8,10,30,20,200
11-07-25,5155,Business,[Business] Swahili Palace,Kangemi,Nairobi,Ndengu,Legume-Based Dishes,7,30,60,30,100
11-07-25,5155,Business,[Business] Swahili Palace,Kangemi,Nairobi,Ugali,Staple Foods,2,10,20,10,100
11-07-25,5155,Business,[Business] Swahili Palace,Kangemi,Nairobi,Mahamri,Sweet Snacks/Desserts,3,5,20,15,300
11-07-25,5279,Business,[Business] Hemingways Retreat,Makadara,Nairobi,Kuku na Chapati,Meat-Based Dishes,2,100,200,100,100
11-07-25,5337,Business,[Business] Ole Sereni Palace,Makadara,Nairobi,Banku,Combination Plates,8,30,70,40,133.33
11-07-25,5337,Business,[Business] Ole Sereni Palace,Makadara,Nairobi,Boerewors,Combination Plates,8,50,100,50,100
11-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Jollof Rice,Combination Plates,2,30,70,40,133.33
11-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Atayef,Sweet Snacks/Desserts,4,10,30,20,200
11-07-25,5487,Individual,Paul Munyua,Kilimani,Nairobi,Ndizi na Nyama,Soup/Stew Dishes,4,30,70,40,133.33
12-07-25,32,Business,[Business] Boma Suites,Nyeri Central,Nyeri,Wali wa Pilau,Rice Dishes,1,30,70,40,133.33
12-07-25,32,Business,[Business] Boma Suites,Nyeri Central,Nyeri,Kachumbari,Vegetable-Based Dishes,7,10,30,20,200
12-07-25,32,Business,[Business] Boma Suites,Nyeri Central,Nyeri,Nyama Stew,Meat-Based Dishes,3,100,200,100,100
12-07-25,552,Individual,Pierre Abdullahi,Makadara,Nairobi,Nyama na Maharagwe,Meat-Based Dishes,3,100,200,100,100
12-07-25,911,Individual,Otieno Yusuf,Githurai,Nairobi,Banku,Combination Plates,2,30,70,40,133.33
12-07-25,911,Individual,Otieno Yusuf,Githurai,Nairobi,Sosaties,Combination Plates,5,50,100,50,100
12-07-25,1440,Business,[Business] Tamarind Manor,Embakasi,Nairobi,Kuku Stew,Meat-Based Dishes,8,100,200,100,100
12-07-25,1440,Business,[Business] Tamarind Manor,Embakasi,Nairobi,Wali wa Nazi,Rice Dishes,7,30,70,40,133.33
12-07-25,1478,Individual,Pauline Mbeki,Kibra,Nairobi,Atayef,Sweet Snacks/Desserts,8,10,30,20,200
12-07-25,1478,Individual,Pauline Mbeki,Kibra,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,6,30,60,30,100
12-07-25,1576,Individual,Mwangi Kiplagat,Langata,Nairobi,Wali wa Kukaanga,Rice Dishes,8,30,70,40,133.33
12-07-25,1576,Individual,Mwangi Kiplagat,Langata,Nairobi,Maharagwe ya Nazi,Legume-Based Dishes,1,30,60,30,100
12-07-25,1576,Individual,Mwangi Kiplagat,Langata,Nairobi,Kuku Choma,Meat-Based Dishes,1,150,300,150,100
12-07-25,1666,Individual,Achieng Mutua,Kilimani,Nairobi,Ndengu,Legume-Based Dishes,5,30,60,30,100
12-07-25,1666,Individual,Achieng Mutua,Kilimani,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,1,30,70,40,133.33
12-07-25,1666,Individual,Achieng Mutua,Kilimani,Nairobi,Kuku na Chapati,Meat-Based Dishes,8,100,200,100,100
12-07-25,2166,Individual,Mwangi Nkurunziza,Kamukunji,Nairobi,Vetkoek,Sweet Snacks/Desserts,3,20,50,30,150
12-07-25,2166,Individual,Mwangi Nkurunziza,Kamukunji,Nairobi,Tilapia Fry,Fish Dishes,2,200,350,150,75
12-07-25,2463,Business,[Business] Villa Rosa Suites,Nakuru Town East,Nakuru,Mbaazi,Legume-Based Dishes,2,30,60,30,100
12-07-25,2463,Business,[Business] Villa Rosa Suites,Nakuru Town East,Nakuru,Supu ya Nyama na Wali,Soup/Stew Dishes,1,70,150,80,114.29
12-07-25,2825,Individual,Marie Mandela,Westlands,Nairobi,Mukimo,Legume-Based Dishes,3,40,80,40,100
12-07-25,2825,Individual,Marie Mandela,Westlands,Nairobi,Wali wa Kukaanga,Rice Dishes,1,30,70,40,133.33
12-07-25,2874,Business,[Business] PrideInn Lodge,Kibra,Nairobi,Kuku Choma,Meat-Based Dishes,7,150,300,150,100
12-07-25,3002,Individual,Emmanuel Kariuki,Makadara,Nairobi,Kuku na Ugali,Meat-Based Dishes,3,100,200,100,100
12-07-25,3002,Individual,Emmanuel Kariuki,Makadara,Nairobi,Uji,Staple Foods,3,10,30,20,200
12-07-25,3002,Individual,Emmanuel Kariuki,Makadara,Nairobi,Nyama na Sukuma,Meat-Based Dishes,2,100,200,100,100
12-07-25,3043,Individual,Felicite Munyoki,Kibra,Nairobi,Uji,Staple Foods,6,10,30,20,200
12-07-25,3043,Individual,Felicite Munyoki,Kibra,Nairobi,Injera,African Cultural Specials,2,10,20,10,100
12-07-25,3334,Business,[Business] PrideInn Retreat,Nyeri Central,Nyeri,Shiro,African Cultural Specials,3,30,70,40,133.33
12-07-25,3725,Business,[Business] Neptune Palace,Kasarani,Nairobi,Fufu,Combination Plates,8,20,50,30,150
12-07-25,3725,Business,[Business] Neptune Palace,Kasarani,Nairobi,Wali wa Nazi,Rice Dishes,6,30,70,40,133.33
12-07-25,3725,Business,[Business] Neptune Palace,Kasarani,Nairobi,Nyama na Sukuma,Meat-Based Dishes,1,100,200,100,100
12-07-25,4127,Business,[Business] Hemingways Retreat,Kibra,Nairobi,Doro Wat,African Cultural Specials,5,150,300,150,100
12-07-25,4151,Individual,Alain Abdi,Embakasi,Nairobi,Wali wa Nazi,Rice Dishes,7,30,70,40,133.33
12-07-25,4151,Individual,Alain Abdi,Embakasi,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,7,30,60,30,100
12-07-25,4290,Business,[Business] Hemingways Manor,Ruaraka,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,8,20,50,30,150
12-07-25,4290,Business,[Business] Hemingways Manor,Ruaraka,Nairobi,Maharagwe na Wali,Legume-Based Dishes,3,30,60,30,100
13-07-25,183,Business,[Business] Boma Hotel,Kisumu Central,Kisumu,Bunny Chow,Combination Plates,8,40,80,40,100
13-07-25,183,Business,[Business] Boma Hotel,Kisumu Central,Kisumu,Mbuzi Choma,Meat-Based Dishes,2,200,350,150,75
13-07-25,434,Individual,Pierrette Adan,Langata,Nairobi,Kuku na Wali,Meat-Based Dishes,6,100,200,100,100
13-07-25,434,Individual,Pierrette Adan,Langata,Nairobi,Kuku na Chapati,Meat-Based Dishes,4,100,200,100,100
13-07-25,434,Individual,Pierrette Adan,Langata,Nairobi,Kuku na Chapati,Meat-Based Dishes,3,100,200,100,100
13-07-25,1591,Individual,Felix Kabongo,Mathare,Nairobi,Nyama na Chapati,Meat-Based Dishes,5,100,200,100,100
13-07-25,1591,Individual,Felix Kabongo,Mathare,Nairobi,Jollof Rice,Combination Plates,4,30,70,40,133.33
13-07-25,1591,Individual,Felix Kabongo,Mathare,Nairobi,Maharagwe na Chapati,Legume-Based Dishes,6,30,60,30,100
13-07-25,2200,Individual,Achieng Abdi,Starehe,Nairobi,Ugali,Staple Foods,5,10,20,10,100
13-07-25,2200,Individual,Achieng Abdi,Starehe,Nairobi,Ugali,Staple Foods,5,10,20,10,100
13-07-25,2200,Individual,Achieng Abdi,Starehe,Nairobi,Kuku na Ugali,Meat-Based Dishes,5,100,200,100,100
13-07-25,2200,Individual,Achieng Abdi,Starehe,Nairobi,Kuku na Ugali,Meat-Based Dishes,5,100,200,100,100
13-07-25,2255,Individual,Jean Mbeki,Starehe,Nairobi,Kuku na Matoke,Meat-Based Dishes,4,100,200,100,100
13-07-25,2286,Individual,Marie Mandela,Kangemi,Nairobi,Kuku Fry,Meat-Based Dishes,2,150,300,150,100
13-07-25,2843,Business,[Business] Hemingways Inn,Makadara,Nairobi,Kuku na Maharagwe,Meat-Based Dishes,5,100,200,100,100
13-07-25,3417,Business,[Business] PrideInn Suites,Githurai,Nairobi,Atayef,Sweet Snacks/Desserts,6,10,30,20,200
13-07-25,3417,Business,[Business] PrideInn Suites,Githurai,Nairobi,Wali wa Nazi na Maharagwe,Rice Dishes,2,30,70,40,133.33
13-07-25,3417,Business,[Business] PrideInn Suites,Githurai,Nairobi,Sukuma na Ugali,Vegetable-Based Dishes,8,20,50,30,150
13-07-25,3904,Individual,Felix Osman,Kangemi,Nairobi,Kuku Stew,Meat-Based Dishes,6,100,200,100,100
13-07-25,3997,Individual,Pierre Munyuli,Githurai,Nairobi,Samosa,Fried Dishes,8,20,50,30,150
13-07-25,3997,Individual,Pierre Munyuli,Githurai,Nairobi,Chechebsa,African Cultural Specials,5,20,50,30,150
13-07-25,4211,Business,[Business] Diani Retreat,Roy Sambu,Nairobi,Sukuma Wiki,Vegetable-Based Dishes,4,10,20,10,100
13-07-25,4428,Individual,Jean Munzala,Starehe,Nairobi,Shiro,African Cultural Specials,2,30,70,40,133.33
13-07-25,4528,Individual,Pierrette Hassan,Kesses,Uasin Gishu,Nyama na Matoke,Meat-Based Dishes,2,100,200,100,100
13-07-25,4608,Business,[Business] Severin Inn,Kibra,Nairobi,Malva Pudding,Sweet Snacks/Desserts,3,30,70,40,133.33
13-07-25,5018,Business,[Business] Severin Residences,Kangemi,Nairobi,Injera,African Cultural Specials,1,10,20,10,100
13-07-25,5030,Individual,Patrick Munyui,Kangemi,Nairobi,Wali wa Nazi na Kuku,Rice Dishes,2,30,70,40,133.33
13-07-25,5030,Individual,Patrick Munyui,Kangemi,Nairobi,Matoke,Soup/Stew Dishes,4,30,60,30,100
13-07-25,5372,Individual,Felicite Ali,Kibra,Nairobi,Fufu,Combination Plates,2,20,50,30,150
13-07-25,5372,Individual,Felicite Ali,Kibra,Nairobi,Wali wa Nazi,Rice Dishes,6,30,70,40,133.33
13-07-25,5372,Individual,Felicite Ali,Kibra,Nairobi,Maharagwe,Legume-Based Dishes,2,30,60,30,100
14-07-25,22,Business,[Business] Hemingways Suites,Ruaraka,Nairobi,Maharagwe na Wali,Legume-Based Dishes,6,30,60,30,100
14-07-25,22,Business,[Business] Hemingways Suites,Ruaraka,Nairobi,Waakye,Combination Plates,1,30,70,40,133.33
14-07-25,409,Individual,Jacques Zuma,Dagoretti,Nairobi,Banku,Combination Plates,5,30,70,40,133.33
14-07-25,728,Individual,Otieno Wanyama,Githurai,Nairobi,Nyama na Chapati,Meat-Based Dishes,8,100,200,100,100
14-07-25,1862,Business,[Business] InterContinental Residences,Nyeri Central,Nyeri,Ndengu,Legume-Based Dishes,8,30,60,30,100
14-07-25,1869,Business,[Business] Hilton Resort,Ruaraka,Nairobi,Banku,Combination Plates,6,30,70,40,133.33
14-07-25,1869,Business,[Business] Hilton Resort,Ruaraka,Nairobi,Viazi Karai,Fried Dishes,5,10,30,20,200
14-07-25,1869,Business,[Business] Hilton Resort,Ruaraka,Nairobi,Samosa,Fried Dishes,6,20,50,30,150
14-07-25,1974,Individual,Kamau Mutua,Kilimani,Nairobi,Egusi Soup,Combination Plates,8,40,80,40,100
14-07-25,1974,Individual,Kamau Mutua,Kilimani,Nairobi,Kaimati,Sweet Snacks/Desserts,6,5,20,15,300
14-07-25,2598,Individual,Mutiso Zuma,Kibra,Nairobi,Kuku na Chapati,Meat-Based Dishes,7,100,200,100,100
14-07-25,2598,Individual,Mutiso Zuma,Kibra,Nairobi,Atayef,Sweet Snacks/Desserts,5,10,30,20,200
14-07-25,3033,Business,[Business] Tamarind Palace,Nakuru Town East,Nakuru,Akara,Combination Plates,8,20,50,30,150
14-07-25,3033,Business,[Business] Tamarind Palace,Nakuru Town East,Nakuru,Malva Pudding,Sweet Snacks/Desserts,6,30,70,40,133.33
14-07-25,3080,Individual,Felicite Ali,Roy Sambu,Nairobi,Chapati,Staple Foods,8,5,20,15,300
14-07-25,3261,Business,[Business] InterContinental Palace,Githurai,Nairobi,Samosa,Fried Dishes,2,20,50,30,150
14-07-25,3345,Individual,Wambui Omondi,Kesses,Uasin Gishu,Banga Soup,Combination Plates,6,50,100,50,100
14-07-25,3345,Individual,Wambui Omondi,Kesses,Uasin Gishu,Samosa,Fried Dishes,3,20,50,30,150
14-07-25,3345,Individual,Wambui Omondi,Kesses,Uasin Gishu,Uji,Staple Foods,8,10,30,20,200
14-07-25,3413,Business,[Business] PrideInn Residences,Nyeri Central,Nyeri,Samosa,Fried Dishes,5,20,50,30,150
14-07-25,3413,Business,[Business] PrideInn Residences,Nyeri Central,Nyeri,Egusi Soup,Combination Plates,5,40,80,40,100
14-07-25,3423,Business,[Business] Diani Suites,Kisumu Central,Kisumu,Misir Wat,African Cultural Specials,7,30,60,30,100
14-07-25,3423,Business,[Business] Diani Suites,Kisumu Central,Kisumu,Chechebsa,African Cultural Specials,6,20,50,30,150
14-07-25,3468,Individual,Mutiso Nkurunziza,Mathare,Nairobi,Nyama na Wali,Meat-Based Dishes,8,100,200,100,100
14-07-25,3468,Individual,Mutiso Nkurunziza,Mathare,Nairobi,Bunny Chow,Combination Plates,4,40,80,40,100
14-07-25,3989,Individual,Felix Mugisha,Roy Sambu,Nairobi,Nyama na Sukuma,Meat-Based Dishes,4,100,200,100,100
14-07-25,3989,Individual,Felix Mugisha,Roy Sambu,Nairobi,Mbuzi Choma,Meat-Based Dishes,3,200,350,150,75
14-07-25,3989,Individual,Felix Mugisha,Roy Sambu,Nairobi,Biltong,Combination Plates,6,100,200,100,100
14-07-25,4466,Individual,Claudine Nkurunziza,Langata,Nairobi,Wali wa Nazi na Samaki,Rice Dishes,8,30,70,40,133.33
